Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001990,Male,0,0,Graduate,0,2000,0,0,360,1,Urban,0
LP001993,Female,0,0,Graduate,0,3762,1666,135,360,1,Rural,1
LP001994,Female,0,0,Graduate,0,2400,1863,104,360,0,Urban,0
LP001996,Male,0,0,Graduate,0,20233,0,480,360,1,Rural,0
LP001998,Male,1,2,Graduate,0,7667,0,185,360,0,Rural,1
LP002002,Female,0,0,Graduate,0,2917,0,84,360,1,Semiurban,1
LP002004,Male,0,0,Graduate,0,2927,2405,111,360,1,Semiurban,1
LP002006,Female,0,0,Graduate,0,2507,0,56,360,1,Rural,1
LP002008,Male,1,2,Graduate,1,5746,0,144,84,0,Rural,1
LP002024,0,1,0,Graduate,0,2473,1843,159,360,1,Rural,0
LP002031,Male,1,1,Graduate,0,3399,1640,111,180,1,Urban,1
LP002035,Male,1,2,Graduate,0,3717,0,120,360,1,Semiurban,1
LP002036,Male,1,0,Graduate,0,2058,2134,88,360,0,Urban,1
LP002043,Female,0,1,Graduate,0,3541,0,112,360,0,Semiurban,1
LP002050,Male,1,1,Graduate,1,10000,0,155,360,1,Rural,0
LP002051,Male,1,0,Graduate,0,2400,2167,115,360,1,Semiurban,1
LP002053,Male,1,3,Graduate,0,4342,189,124,360,1,Semiurban,1
LP002054,Male,1,2,Graduate,0,3601,1590,0,360,1,Rural,1
LP002055,Female,0,0,Graduate,0,3166,2985,132,360,0,Rural,1
LP002065,Male,1,3,Graduate,0,15000,0,300,360,1,Rural,1
LP002067,Male,1,1,Graduate,1,8666,4983,376,360,0,Rural,0
LP002068,Male,0,0,Graduate,0,4917,0,130,360,0,Rural,1
LP002082,Male,1,0,Graduate,1,5818,2160,184,360,1,Semiurban,1
LP002086,Female,1,0,Graduate,0,4333,2451,110,360,1,Urban,0
LP002087,Female,0,0,Graduate,0,2500,0,67,360,1,Urban,1
LP002097,Male,0,1,Graduate,0,4384,1793,117,360,1,Urban,1
LP002098,Male,0,0,Graduate,0,2935,0,98,360,1,Semiurban,1
LP002100,Male,0,0,Graduate,0,2833,0,71,360,1,Urban,1
LP002101,Male,1,0,Graduate,0,63337,0,490,180,1,Urban,1
LP002103,0,1,1,Graduate,1,9833,1833,182,180,1,Urban,1
LP002106,Male,1,0,Graduate,1,5503,4490,70,0,1,Semiurban,1
LP002110,Male,1,1,Graduate,0,5250,688,160,360,1,Rural,1
LP002112,Male,1,2,Graduate,1,2500,4600,176,360,1,Rural,1
LP002113,Female,0,3,Graduate,0,1830,0,0,360,0,Urban,0
LP002114,Female,0,0,Graduate,0,4160,0,71,360,1,Semiurban,1
LP002115,Male,1,3,Graduate,0,2647,1587,173,360,1,Rural,0
LP002116,Female,0,0,Graduate,0,2378,0,46,360,1,Rural,0
LP002119,Male,1,1,Graduate,0,4554,1229,158,360,1,Urban,1
LP002126,Male,1,3,Graduate,0,3173,0,74,360,1,Semiurban,1
LP002128,Male,1,2,Graduate,0,2583,2330,125,360,1,Rural,1
LP002129,Male,1,0,Graduate,0,2499,2458,160,360,1,Semiurban,1
LP002130,Male,1,0,Graduate,0,3523,3230,152,360,0,Rural,0
LP002131,Male,1,2,Graduate,0,3083,2168,126,360,1,Urban,1
LP002137,Male,1,0,Graduate,0,6333,4583,259,360,0,Semiurban,1
LP002138,Male,1,0,Graduate,0,2625,6250,187,360,1,Rural,1
LP002139,Male,1,0,Graduate,0,9083,0,228,360,1,Semiurban,1
LP002140,Male,0,0,Graduate,0,8750,4167,308,360,1,Rural,0
LP002141,Male,1,3,Graduate,0,2666,2083,95,360,1,Rural,1
LP002142,Female,1,0,Graduate,1,5500,0,105,360,0,Rural,0
LP002143,Female,1,0,Graduate,0,2423,505,130,360,1,Semiurban,1
LP002144,Female,0,0,Graduate,0,3813,0,116,180,1,Urban,1
LP002149,Male,1,2,Graduate,0,8333,3167,165,360,1,Rural,1
LP002151,Male,1,1,Graduate,0,3875,0,67,360,1,Urban,0
LP002158,Male,1,0,Graduate,0,3000,1666,100,480,0,Urban,0
LP002160,Male,1,3,Graduate,0,5167,3167,200,360,1,Semiurban,1
LP002161,Female,0,1,Graduate,0,4723,0,81,360,1,Semiurban,0
LP002170,Male,1,2,Graduate,0,5000,3667,236,360,1,Semiurban,1
LP002175,Male,1,0,Graduate,0,4750,2333,130,360,1,Urban,1
LP002178,Male,1,0,Graduate,0,3013,3033,95,300,0,Urban,1
LP002180,Male,0,0,Graduate,1,6822,0,141,360,1,Rural,1
LP002181,Male,0,0,Graduate,0,6216,0,133,360,1,Rural,0
LP002187,Male,0,0,Graduate,0,2500,0,96,480,1,Semiurban,0
LP002188,Male,0,0,Graduate,0,5124,0,124,0,0,Rural,0
LP002190,Male,1,1,Graduate,0,6325,0,175,360,1,Semiurban,1
LP002191,Male,1,0,Graduate,0,19730,5266,570,360,1,Rural,0
LP002194,Female,0,0,Graduate,1,15759,0,55,360,1,Semiurban,1
LP002197,Male,1,2,Graduate,0,5185,0,155,360,1,Semiurban,1
LP002201,Male,1,2,Graduate,1,9323,7873,380,300,1,Rural,1
LP002205,Male,0,1,Graduate,0,3062,1987,111,180,0,Urban,0
LP002209,Female,0,0,Graduate,0,2764,1459,110,360,1,Urban,1
LP002211,Male,1,0,Graduate,0,4817,923,120,180,1,Urban,1
LP002219,Male,1,3,Graduate,0,8750,4996,130,360,1,Rural,1
LP002223,Male,1,0,Graduate,0,4310,0,130,360,0,Semiurban,1
LP002224,Male,0,0,Graduate,0,3069,0,71,480,1,Urban,0
LP002225,Male,1,2,Graduate,0,5391,0,130,360,1,Urban,1
LP002226,Male,1,0,Graduate,0,3333,2500,128,360,1,Semiurban,1
LP002229,Male,0,0,Graduate,0,5941,4232,296,360,1,Semiurban,1
LP002231,Female,0,0,Graduate,0,6000,0,156,360,1,Urban,1
LP002234,Male,0,0,Graduate,1,7167,0,128,360,1,Urban,1
LP002236,Male,1,2,Graduate,0,4566,0,100,360,1,Urban,0
LP002237,Male,0,1,Graduate,0,3667,0,113,180,1,Urban,1
LP002239,Male,0,0,Graduate,0,2346,1600,132,360,1,Semiurban,1
LP002243,Male,1,0,Graduate,0,3010,3136,0,360,0,Urban,0
LP002244,Male,1,0,Graduate,0,2333,2417,136,360,1,Urban,1
LP002250,Male,1,0,Graduate,0,5488,0,125,360,1,Rural,1
LP002255,Male,0,3,Graduate,0,9167,0,185,360,1,Rural,1
LP002262,Male,1,3,Graduate,0,9504,0,275,360,1,Rural,1
LP002263,Male,1,0,Graduate,0,2583,2115,120,360,0,Urban,1
LP002265,Male,1,2,Graduate,0,1993,1625,113,180,1,Semiurban,1
LP002266,Male,1,2,Graduate,0,3100,1400,113,360,1,Urban,1
LP002272,Male,1,2,Graduate,0,3276,484,135,360,0,Semiurban,1
LP002277,Female,0,0,Graduate,0,3180,0,71,360,0,Urban,0
LP002281,Male,1,0,Graduate,0,3033,1459,95,360,1,Urban,1
LP002284,Male,0,0,Graduate,0,3902,1666,109,360,1,Rural,1
LP002287,Female,0,0,Graduate,0,1500,1800,103,360,0,Semiurban,0
LP002288,Male,1,2,Graduate,0,2889,0,45,180,0,Urban,0
LP002296,Male,0,0,Graduate,0,2755,0,65,300,1,Rural,0
LP002297,Male,0,0,Graduate,0,2500,20000,103,360,1,Semiurban,1
LP002300,Female,0,0,Graduate,0,1963,0,53,360,1,Semiurban,1
LP002301,Female,0,0,Graduate,1,7441,0,194,360,1,Rural,0
LP002305,Female,0,0,Graduate,0,4547,0,115,360,1,Semiurban,1
LP002308,Male,1,0,Graduate,0,2167,2400,115,360,1,Urban,1
LP002314,Female,0,0,Graduate,0,2213,0,66,360,1,Rural,1
LP002315,Male,1,1,Graduate,0,8300,0,152,300,0,Semiurban,0
LP002317,Male,1,3,Graduate,0,81000,0,360,360,0,Rural,0
LP002318,Female,0,1,Graduate,1,3867,0,62,360,1,Semiurban,0
LP002319,Male,1,0,Graduate,0,6256,0,160,360,0,Urban,1
LP002328,Male,1,0,Graduate,0,6096,0,218,360,0,Rural,0
LP002332,Male,1,0,Graduate,0,2253,2033,110,360,1,Rural,1
LP002335,Female,1,0,Graduate,0,2149,3237,178,360,0,Semiurban,0
LP002337,Female,0,0,Graduate,0,2995,0,60,360,1,Urban,1
LP002341,Female,0,1,Graduate,0,2600,0,160,360,1,Urban,0
LP002342,Male,1,2,Graduate,1,1600,20000,239,360,1,Urban,0
LP002345,Male,1,0,Graduate,0,1025,2773,112,360,1,Rural,1
LP002347,Male,1,0,Graduate,0,3246,1417,138,360,1,Semiurban,1
LP002348,Male,1,0,Graduate,0,5829,0,138,360,1,Rural,1
LP002357,Female,0,0,Graduate,0,2720,0,80,0,0,Urban,0
LP002361,Male,1,0,Graduate,0,1820,1719,100,360,1,Urban,1
LP002362,Male,1,1,Graduate,0,7250,1667,110,0,0,Urban,0
LP002364,Male,1,0,Graduate,0,14880,0,96,360,1,Semiurban,1
LP002366,Male,1,0,Graduate,0,2666,4300,121,360,1,Rural,1
LP002367,Female,0,1,Graduate,0,4606,0,81,360,1,Rural,0
LP002368,Male,1,2,Graduate,0,5935,0,133,360,1,Semiurban,1
LP002369,Male,1,0,Graduate,0,2920,16.12000084,87,360,1,Rural,1
LP002370,Male,0,0,Graduate,0,2717,0,60,180,1,Urban,1
LP002377,Female,0,1,Graduate,1,8624,0,150,360,1,Semiurban,1
LP002379,Male,0,0,Graduate,0,6500,0,105,360,0,Rural,0
LP002386,Male,0,0,Graduate,0,12876,0,405,360,1,Semiurban,1
LP002387,Male,1,0,Graduate,0,2425,2340,143,360,1,Semiurban,1
LP002390,Male,0,0,Graduate,0,3750,0,100,360,1,Urban,1
LP002393,Female,0,0,Graduate,0,10047,0,0,240,1,Semiurban,1
LP002398,Male,0,0,Graduate,0,1926,1851,50,360,1,Semiurban,1
LP002401,Male,1,0,Graduate,0,2213,1125,0,360,1,Urban,1
LP002403,Male,0,0,Graduate,1,10416,0,187,360,0,Urban,0
LP002407,Female,1,0,Graduate,1,7142,0,138,360,1,Rural,1
LP002408,Male,0,0,Graduate,0,3660,5064,187,360,1,Semiurban,1
LP002409,Male,1,0,Graduate,0,7901,1833,180,360,1,Rural,1
LP002418,Male,0,3,Graduate,0,4707,1993,148,360,1,Semiurban,1
LP002422,Male,0,1,Graduate,0,37719,0,152,360,1,Semiurban,1
LP002424,Male,1,0,Graduate,0,7333,8333,175,300,0,Rural,1
LP002429,Male,1,1,Graduate,1,3466,1210,130,360,1,Rural,1
LP002434,Male,1,2,Graduate,0,4652,0,110,360,1,Rural,1
LP002435,Male,1,0,Graduate,0,3539,1376,55,360,1,Rural,0
LP002443,Male,1,2,Graduate,0,3340,1710,150,360,0,Rural,0
LP002444,Male,0,1,Graduate,1,2769,1542,190,360,0,Semiurban,0
LP002446,Male,1,2,Graduate,0,2309,1255,125,360,0,Rural,0
LP002447,Male,1,2,Graduate,0,1958,1456,60,300,0,Urban,1
LP002448,Male,1,0,Graduate,0,3948,1733,149,360,0,Rural,0
LP002449,Male,1,0,Graduate,0,2483,2466,90,180,0,Rural,1
LP002453,Male,0,0,Graduate,1,7085,0,84,360,1,Semiurban,1
LP002455,Male,1,2,Graduate,0,3859,0,96,360,1,Semiurban,1
LP002459,Male,1,0,Graduate,0,4301,0,118,360,1,Urban,1
LP002467,Male,1,0,Graduate,0,3708,2569,173,360,1,Urban,0
LP002472,Male,0,2,Graduate,0,4354,0,136,360,1,Rural,1
LP002473,Male,1,0,Graduate,0,8334,0,160,360,1,Semiurban,0
LP002478,0,1,0,Graduate,1,2083,4083,160,360,0,Semiurban,1
LP002484,Male,1,3,Graduate,0,7740,0,128,180,1,Urban,1
LP002487,Male,1,0,Graduate,0,3015,2188,153,360,1,Rural,1
LP002489,Female,0,1,Graduate,0,5191,0,132,360,1,Semiurban,1
LP002493,Male,0,0,Graduate,0,4166,0,98,360,0,Semiurban,0
LP002494,Male,0,0,Graduate,0,6000,0,140,360,1,Rural,1
LP002500,Male,1,3,Graduate,0,2947,1664,70,180,0,Urban,0
LP002501,0,1,0,Graduate,0,16692,0,110,360,1,Semiurban,1
LP002502,Female,1,2,Graduate,0,210,2917,98,360,1,Semiurban,1
LP002505,Male,1,0,Graduate,0,4333,2451,110,360,1,Urban,0
LP002515,Male,1,1,Graduate,1,3450,2079,162,360,1,Semiurban,1
LP002517,Male,1,1,Graduate,0,2653,1500,113,180,0,Rural,0
LP002519,Male,1,3,Graduate,0,4691,0,100,360,1,Semiurban,1
LP002522,Female,0,0,Graduate,1,2500,0,93,360,0,Urban,1
LP002524,Male,0,2,Graduate,0,5532,4648,162,360,1,Rural,1
LP002527,Male,1,2,Graduate,1,16525,1014,150,360,1,Rural,1
LP002529,Male,1,2,Graduate,0,6700,1750,230,300,1,Semiurban,1
LP002530,0,1,2,Graduate,0,2873,1872,132,360,0,Semiurban,0
LP002531,Male,1,1,Graduate,1,16667,2250,86,360,1,Semiurban,1
LP002533,Male,1,2,Graduate,0,2947,1603,0,360,1,Urban,0
LP002534,Female,0,0,Graduate,0,4350,0,154,360,1,Rural,1
LP002536,Male,1,3,Graduate,0,3095,0,113,360,1,Rural,1
LP002537,Male,1,0,Graduate,0,2083,3150,128,360,1,Semiurban,1
LP002541,Male,1,0,Graduate,0,10833,0,234,360,1,Semiurban,1
LP002543,Male,1,2,Graduate,0,8333,0,246,360,1,Semiurban,1
LP002544,Male,1,1,Graduate,0,1958,2436,131,360,1,Rural,1
LP002545,Male,0,2,Graduate,0,3547,0,80,360,0,Rural,0
LP002547,Male,1,1,Graduate,0,18333,0,500,360,1,Urban,0
LP002555,Male,1,2,Graduate,1,4583,2083,160,360,1,Semiurban,1
LP002556,Male,0,0,Graduate,0,2435,0,75,360,1,Urban,0
LP002560,Male,0,0,Graduate,0,2699,2785,96,360,0,Semiurban,1
LP002562,Male,1,1,Graduate,0,5333,1131,186,360,0,Urban,1
LP002571,Male,0,0,Graduate,0,3691,0,110,360,1,Rural,1
LP002582,Female,0,0,Graduate,1,17263,0,225,360,1,Semiurban,1
LP002585,Male,1,0,Graduate,0,3597,2157,119,360,0,Rural,0
LP002586,Female,1,1,Graduate,0,3326,913,105,84,1,Semiurban,1
LP002587,Male,1,0,Graduate,0,2600,1700,107,360,1,Rural,1
LP002588,Male,1,0,Graduate,0,4625,2857,111,12,0,Urban,1
LP002600,Male,1,1,Graduate,1,2895,0,95,360,1,Semiurban,1
LP002602,Male,0,0,Graduate,0,6283,4416,209,360,0,Rural,0
LP002603,Female,0,0,Graduate,0,645,3683,113,480,1,Rural,1
LP002606,Female,0,0,Graduate,0,3159,0,100,360,1,Semiurban,1
LP002615,Male,1,2,Graduate,0,4865,5624,208,360,1,Semiurban,1
LP002618,Male,1,1,Graduate,0,4050,5302,138,360,0,Rural,0
LP002619,Male,1,0,Graduate,0,3814,1483,124,300,1,Semiurban,1
LP002622,Male,1,2,Graduate,0,3510,4416,243,360,1,Rural,1
LP002624,Male,1,0,Graduate,0,20833,6667,480,360,0,Urban,1
LP002625,0,0,0,Graduate,0,3583,0,96,360,1,Urban,0
LP002626,Male,1,0,Graduate,1,2479,3013,188,360,1,Urban,1
LP002634,Female,0,1,Graduate,0,13262,0,40,360,1,Urban,1
LP002637,Male,0,0,Graduate,0,3598,1287,100,360,1,Rural,0
LP002640,Male,1,1,Graduate,0,6065,2004,250,360,1,Semiurban,1
LP002643,Male,1,2,Graduate,0,3283,2035,148,360,1,Urban,1
LP002648,Male,1,0,Graduate,0,2130,6666,70,180,1,Semiurban,0
LP002652,Male,0,0,Graduate,0,5815,3666,311,360,1,Rural,0
LP002659,Male,1,3,Graduate,0,3466,3428,150,360,1,Rural,1
LP002670,Female,1,2,Graduate,0,2031,1632,113,480,1,Semiurban,1
LP002682,Male,1,0,Graduate,0,3074,1800,123,360,0,Semiurban,0
LP002683,Male,0,0,Graduate,0,4683,1915,185,360,1,Semiurban,0
LP002684,Female,0,0,Graduate,0,3400,0,95,360,1,Rural,0
LP002689,Male,1,2,Graduate,0,2192,1742,45,360,1,Semiurban,1
LP002690,Male,0,0,Graduate,0,2500,0,55,360,1,Semiurban,1
LP002692,Male,1,3,Graduate,1,5677,1424,100,360,1,Rural,1
LP002693,Male,1,2,Graduate,1,7948,7166,480,360,1,Rural,1
LP002697,Male,0,0,Graduate,0,4680,2087,0,360,1,Semiurban,0
LP002699,Male,1,2,Graduate,1,17500,0,400,360,1,Rural,1
LP002705,Male,1,0,Graduate,0,3775,0,110,360,1,Semiurban,1
LP002706,Male,1,1,Graduate,0,5285,1430,161,360,0,Semiurban,1
LP002714,Male,0,1,Graduate,0,2679,1302,94,360,1,Semiurban,1
LP002716,Male,0,0,Graduate,0,6783,0,130,360,1,Semiurban,1
LP002717,Male,1,0,Graduate,0,1025,5500,216,360,0,Rural,1
LP002720,Male,1,3,Graduate,0,4281,0,100,360,1,Urban,1
LP002723,Male,0,2,Graduate,0,3588,0,110,360,0,Rural,0
LP002729,Male,0,1,Graduate,0,11250,0,196,360,0,Semiurban,0
LP002731,Female,0,0,Graduate,1,18165,0,125,360,1,Urban,1
LP002732,Male,0,0,Graduate,0,2550,2042,126,360,1,Rural,1
LP002734,Male,1,0,Graduate,0,6133,3906,324,360,1,Urban,1
LP002738,Male,0,2,Graduate,0,3617,0,107,360,1,Semiurban,1
LP002739,Male,1,0,Graduate,0,2917,536,66,360,1,Rural,0
LP002740,Male,1,3,Graduate,0,6417,0,157,180,1,Rural,1
LP002741,Female,1,1,Graduate,0,4608,2845,140,180,1,Semiurban,1
LP002743,Female,0,0,Graduate,0,2138,0,99,360,0,Semiurban,0
LP002753,Female,0,1,Graduate,0,3652,0,95,360,1,Semiurban,1
LP002755,Male,1,1,Graduate,0,2239,2524,128,360,1,Urban,1
LP002757,Female,1,0,Graduate,0,3017,663,102,360,0,Semiurban,1
LP002767,Male,1,0,Graduate,0,2768,1950,155,360,1,Rural,1
LP002768,Male,0,0,Graduate,0,3358,0,80,36,1,Semiurban,0
LP002772,Male,0,0,Graduate,0,2526,1783,145,360,1,Rural,1
LP002776,Female,0,0,Graduate,0,5000,0,103,360,0,Semiurban,0
LP002777,Male,1,0,Graduate,0,2785,2016,110,360,1,Rural,1
LP002778,Male,1,2,Graduate,1,6633,0,0,360,0,Rural,0
LP002784,Male,1,1,Graduate,0,2492,2375,0,360,1,Rural,1
LP002785,Male,1,1,Graduate,0,3333,3250,158,360,1,Urban,1
LP002788,Male,1,0,Graduate,0,2454,2333,181,360,0,Urban,0
LP002789,Male,1,0,Graduate,0,3593,4266,132,180,0,Rural,0
LP002792,Male,1,1,Graduate,0,5468,1032,26,360,1,Semiurban,1
LP002794,Female,0,0,Graduate,0,2667,1625,84,360,0,Urban,1
LP002795,Male,1,3,Graduate,1,10139,0,260,360,1,Semiurban,1
LP002798,Male,1,0,Graduate,0,3887,2669,162,360,1,Semiurban,1
LP002804,Female,1,0,Graduate,0,4180,2306,182,360,1,Semiurban,1
LP002807,Male,1,2,Graduate,0,3675,242,108,360,1,Semiurban,1
LP002813,Female,1,1,Graduate,1,19484,0,600,360,1,Semiurban,1
LP002820,Male,1,0,Graduate,0,5923,2054,211,360,1,Rural,1
LP002821,Male,0,0,Graduate,1,5800,0,132,360,1,Semiurban,1
LP002832,Male,1,2,Graduate,0,8799,0,258,360,0,Urban,0
LP002833,Male,1,0,Graduate,0,4467,0,120,360,0,Rural,1
LP002836,Male,0,0,Graduate,0,3333,0,70,360,1,Urban,1
LP002837,Male,1,3,Graduate,0,3400,2500,123,360,0,Rural,0
LP002840,Female,0,0,Graduate,0,2378,0,9,360,1,Urban,0
LP002841,Male,1,0,Graduate,0,3166,2064,104,360,0,Urban,0
LP002842,Male,1,1,Graduate,0,3417,1750,186,360,1,Urban,1
LP002847,Male,1,0,Graduate,0,5116,1451,165,360,0,Urban,0
LP002855,Male,1,2,Graduate,0,16666,0,275,360,1,Urban,1
LP002862,Male,1,2,Graduate,0,6125,1625,187,480,1,Semiurban,0
LP002863,Male,1,3,Graduate,0,6406,0,150,360,1,Semiurban,0
LP002868,Male,1,2,Graduate,0,3159,461,108,84,1,Urban,1
LP002872,0,1,0,Graduate,0,3087,2210,136,360,0,Semiurban,0
LP002874,Male,0,0,Graduate,0,3229,2739,110,360,1,Urban,1
LP002877,Male,1,1,Graduate,0,1782,2232,107,360,1,Rural,1
LP002888,Male,0,0,Graduate,0,3182,2917,161,360,1,Urban,1
LP002892,Male,1,2,Graduate,0,6540,0,205,360,1,Semiurban,1
LP002893,Male,0,0,Graduate,0,1836,33837,90,360,1,Urban,0
LP002894,Female,1,0,Graduate,0,3166,0,36,360,1,Semiurban,1
LP002898,Male,1,1,Graduate,0,1880,0,61,360,0,Rural,0
LP002911,Male,1,1,Graduate,0,2787,1917,146,360,0,Rural,0
LP002912,Male,1,1,Graduate,0,4283,3000,172,84,1,Rural,0
LP002916,Male,1,0,Graduate,0,2297,1522,104,360,1,Urban,1
LP002917,Female,0,0,Graduate,0,2165,0,70,360,1,Semiurban,1
LP002925,0,0,0,Graduate,0,4750,0,94,360,1,Semiurban,1
LP002926,Male,1,2,Graduate,1,2726,0,106,360,0,Semiurban,0
LP002928,Male,1,0,Graduate,0,3000,3416,56,180,1,Semiurban,1
LP002931,Male,1,2,Graduate,1,6000,0,205,240,1,Semiurban,0
LP002933,0,0,3,Graduate,1,9357,0,292,360,1,Semiurban,1
LP002936,Male,1,0,Graduate,0,3859,3300,142,180,1,Rural,1
LP002938,Male,1,0,Graduate,1,16120,0,260,360,1,Urban,1
LP002940,Male,0,0,Graduate,0,3833,0,110,360,1,Rural,1
LP002941,Male,1,2,Graduate,1,6383,1000,187,360,1,Rural,0
LP002943,Male,0,0,Graduate,0,2987,0,88,360,0,Semiurban,0
LP002945,Male,1,0,Graduate,1,9963,0,180,360,1,Rural,1
LP002948,Male,1,2,Graduate,0,5780,0,192,360,1,Urban,1
LP002949,Female,0,3,Graduate,0,416,41667,350,180,0,Urban,0
LP002950,Male,1,0,Graduate,0,2894,2792,155,360,1,Rural,1
LP002953,Male,1,3,Graduate,0,5703,0,128,360,1,Urban,1
LP002958,Male,0,0,Graduate,0,3676,4301,172,360,1,Rural,1
LP002959,Female,1,1,Graduate,0,12000,0,496,360,1,Semiurban,1
LP002960,Male,1,0,Graduate,0,2400,3800,0,180,1,Urban,0
LP002961,Male,1,1,Graduate,0,3400,2500,173,360,1,Semiurban,1
LP002964,Male,1,2,Graduate,0,3987,1411,157,360,1,Rural,1
LP002974,Male,1,0,Graduate,0,3232,1950,108,360,1,Rural,1
LP002978,Female,0,0,Graduate,0,2900,0,71,360,1,Rural,1
LP002979,Male,1,3,Graduate,0,4106,0,40,180,1,Rural,1
LP002983,Male,1,1,Graduate,0,8072,240,253,360,1,Urban,1
LP002984,Male,1,2,Graduate,0,7583,0,187,360,1,Urban,1
LP002990,Female,0,0,Graduate,1,4583,0,133,360,0,Semiurban,0
